,0
2998,85
2999,17
3000,45
3001,70
3002,14
3003,31
3004,50
3005,30
3006,9
3007,75
3008,23
3009,63
3010,29
3011,47
3012,48
3013,12
3014,22
3015,25
3016,7
3017,77
3018,43
3019,44
3020,91
3021,1
3022,59
3023,9
3024,93
3025,36
3026,93
3027,30
3028,26
3029,73
3030,31
3031,3
3032,40
3033,23
3034,36
3035,7
3036,9
3037,93
3038,90
3039,53
3040,43
3041,50
3042,58
3043,48
3044,50
3045,86
3046,68
3047,49
3048,41
3049,26
3050,61
3051,18
3052,51
3053,43
3054,84
3055,57
3056,36
3057,84
3058,59
3059,2
3060,43
3061,64
3062,45
3063,47
3064,34
3065,63
3066,46
3067,100
3068,71
3069,73
3070,45
3071,4
3072,47
3073,35
3074,1
3075,98
3076,56
3077,45
3078,13
3079,12
3080,55
3081,75
3082,88
3083,81
3084,97
3085,99
3086,50
3087,24
3088,44
3089,28
3090,56
3091,91
3092,49
3093,85
3094,19
3095,31
3096,17
3097,69
3098,76
3099,14
3100,67
3101,76
3102,1
3103,76
3104,28
3105,13
3106,0
3107,67
3108,95
3109,41
3110,33
3111,56
3112,89
3113,97
3114,63
3115,83
3116,83
3117,99
3118,31
3119,73
3120,87
3121,58
3122,96
3123,74
3124,25
3125,8
3126,88
3127,64
3128,70
3129,21
3130,96
3131,60
3132,10
3133,88
3134,56
3135,1
3136,93
3137,31
3138,26
3139,58
3140,74
3141,56
3142,9
3143,38
3144,62
3145,73
3146,33
3147,90
3148,25
3149,9
3150,23
3151,34
3152,50
3153,64
3154,10
3155,71
3156,96
3157,85
3158,40
3159,44
3160,61
3161,67
3162,36
3163,32
3164,51
3165,50
3166,0
3167,1
3168,2
3169,69
3170,48
3171,18
3172,47
3173,55
3174,58
3175,37
3176,50
3177,28
3178,42
3179,29
3180,71
3181,37
3182,70
3183,4
3184,2
3185,82
3186,25
3187,76
3188,28
3189,70
3190,38
3191,21
3192,4
3193,88
3194,8
3195,61
3196,72
3197,75
3198,31
3199,56
3200,17
3201,67
3202,61
3203,86
3204,64
3205,15
3206,75
3207,77
3208,91
3209,40
3210,46
3211,66
3212,99
3213,92
3214,90
3215,6
3216,62
3217,31
3218,32
3219,95
3220,97
3221,8
3222,58
3223,12
3224,7
3225,26
3226,66
3227,34
3228,80
3229,31
3230,24
3231,83
3232,87
3233,40
3234,59
3235,12
3236,72
3237,59
3238,17
3239,36
3240,4
3241,69
3242,20
3243,8
3244,61
3245,53
3246,22
3247,24
3248,36
3249,76
3250,47
3251,59
3252,60
3253,67
3254,39
3255,94
3256,53
3257,3
3258,86
3259,37
3260,16
3261,40
3262,64
3263,23
3264,35
3265,100
3266,95
3267,85
3268,57
3269,89
3270,31
3271,12
3272,89
3273,42
3274,5
3275,16
3276,55
3277,31
3278,44
3279,34
3280,46
3281,40
3282,95
3283,52
3284,14
3285,93
3286,57
3287,13
3288,87
3289,37
3290,85
3291,94
3292,36
3293,53
3294,75
3295,5
3296,93
3297,92
3298,50
3299,54
3300,30
3301,28
3302,64
3303,29
3304,31
3305,36
3306,34
3307,18
3308,5
3309,45
3310,11
3311,74
3312,52
3313,3
3314,10
3315,0
3316,63
3317,19
3318,98
3319,68
3320,3
3321,48
3322,54
3323,72
3324,55
3325,11
3326,94
3327,37
3328,68
3329,48
3330,84
3331,53
3332,44
3333,18
3334,33
3335,95
3336,14
3337,8
3338,52
3339,29
3340,56
3341,57
3342,88
3343,67
3344,81
3345,1
3346,27
3347,32
3348,46
3349,72
3350,40
3351,81
3352,19
3353,29
3354,15
3355,38
3356,17
3357,93
3358,2
3359,71
3360,72
3361,50
3362,30
3363,40
3364,50
3365,53
3366,70
3367,24
3368,97
3369,20
3370,18
3371,79
3372,68
3373,1
3374,50
3375,90
3376,71
3377,23
3378,68
3379,91
3380,61
3381,40
3382,35
3383,82
3384,22
3385,80
3386,52
3387,97
3388,53
3389,48
3390,14
3391,90
3392,85
3393,90
3394,66
3395,93
3396,16
3397,16
3398,43
3399,27
3400,88
3401,95
3402,44
3403,99
3404,20
3405,7
3406,88
3407,25
3408,90
3409,79
3410,7
3411,51
3412,51
3413,18
3414,45
3415,71
3416,62
3417,12
3418,39
3419,13
3420,55
3421,12
3422,47
3423,83
3424,33
3425,28
3426,7
3427,66
3428,75
3429,86
3430,13
3431,65
3432,17
3433,13
3434,5
3435,84
3436,80
3437,89
3438,44
3439,15
3440,99
3441,35
3442,82
3443,68
3444,72
3445,99
3446,91
3447,92
3448,28
3449,59
3450,51
3451,54
3452,78
3453,45
3454,3
3455,6
3456,93
3457,94
3458,45
3459,11
3460,63
3461,30
3462,98
3463,79
3464,62
3465,32
3466,31
3467,93
3468,13
3469,81
3470,27
3471,88
3472,94
3473,83
3474,87
3475,52
3476,85
3477,48
3478,98
3479,87
3480,27
3481,82
3482,43
3483,49
3484,67
3485,52
3486,25
3487,63
3488,79
3489,71
3490,30
3491,20
3492,0
3493,25
3494,91
3495,67
3496,22
3497,36
3498,81
3499,37
3500,69
3501,11
3502,87
3503,39
3504,9
3505,73
3506,98
3507,31
3508,64
3509,86
3510,23
3511,63
3512,72
3513,81
3514,60
3515,12
3516,23
3517,61
3518,36
3519,50
3520,74
3521,49
3522,25
3523,75
3524,76
3525,32
3526,59
3527,10
3528,21
3529,96
3530,90
3531,76
3532,17
3533,41
3534,96
3535,60
3536,29
3537,9
3538,80
3539,31
3540,0
3541,88
3542,33
3543,92
3544,66
3545,37
3546,54
3547,89
3548,95
3549,35
3550,30
3551,92
3552,4
3553,89
3554,89
3555,37
3556,19
3557,20
3558,98
3559,13
3560,68
3561,66
3562,44
3563,89
3564,64
3565,76
3566,50
3567,75
3568,20
3569,73
3570,96
3571,48
3572,3
3573,34
3574,27
3575,83
3576,6
3577,75
3578,75
3579,73
3580,59
3581,87
3582,75
3583,71
3584,76
3585,24
3586,18
3587,6
3588,81
3589,60
3590,62
3591,71
3592,82
3593,25
3594,97
3595,27
3596,70
3597,66
3598,17
3599,45
3600,28
3601,35
3602,46
3603,57
3604,97
3605,74
3606,59
3607,51
3608,80
3609,37
3610,97
3611,41
3612,83
3613,87
3614,32
3615,55
3616,8
3617,6
3618,87
3619,42
3620,5
3621,80
3622,41
3623,34
3624,31
3625,76
3626,42
3627,63
3628,97
3629,37
3630,74
3631,72
3632,13
3633,50
3634,100
3635,26
3636,49
3637,42
3638,91
3639,88
3640,24
3641,86
3642,95
3643,77
3644,41
3645,80
3646,24
3647,44
3648,95
3649,55
3650,45
3651,5
3652,18
3653,73
3654,93
3655,97
3656,38
3657,63
3658,21
3659,75
3660,78
3661,52
3662,39
3663,61
3664,78
3665,86
3666,50
3667,61
3668,10
3669,37
3670,61
3671,49
3672,84
3673,35
3674,44
3675,39
3676,92
3677,89
3678,89
3679,68
3680,55
3681,2
3682,58
3683,53
3684,23
3685,11
3686,85
3687,94
3688,74
3689,96
3690,51
3691,9
3692,10
3693,66
3694,35
3695,90
3696,51
3697,52
3698,35
3699,78
3700,78
3701,54
3702,69
3703,39
3704,84
3705,84
3706,65
3707,7
3708,25
3709,19
3710,56
3711,82
3712,62
3713,28
3714,13
3715,55
3716,89
3717,82
3718,60
3719,84
3720,25
3721,2
3722,17
3723,77
3724,70
3725,8
3726,11
3727,85
3728,39
3729,83
3730,19
3731,72
3732,54
3733,8
3734,32
3735,87
3736,90
3737,15
3738,95
3739,97
3740,31
3741,60
3742,71
3743,39
3744,34
3745,45
3746,76
3747,43
3748,71
3749,49
3750,49
3751,81
3752,75
3753,3
3754,51
3755,1
3756,86
3757,38
3758,91
3759,47
3760,73
3761,10
3762,60
3763,81
3764,24
3765,75
3766,32
3767,5
3768,79
3769,89
3770,65
3771,91
3772,9
3773,87
3774,52
3775,25
3776,94
3777,60
3778,97
3779,29
3780,28
3781,41
3782,0
3783,80
3784,74
3785,56
3786,5
3787,28
3788,98
3789,67
3790,29
3791,100
3792,80
3793,96
3794,33
3795,58
3796,47
3797,31
3798,73
3799,81
3800,45
3801,98
3802,12
3803,75
3804,91
3805,85
3806,84
3807,2
3808,74
3809,59
3810,86
3811,0
3812,27
3813,63
3814,20
3815,77
3816,41
3817,9
3818,79
3819,62
3820,68
3821,46
3822,57
3823,33
3824,61
3825,62
3826,19
3827,91
3828,26
3829,62
3830,14
3831,17
3832,33
3833,36
3834,71
3835,68
3836,57
3837,56
3838,5
3839,72
3840,59
3841,65
3842,51
3843,86
3844,46
3845,20
3846,57
3847,92
3848,14
3849,35
3850,27
3851,36
3852,94
3853,58
3854,71
3855,44
3856,82
3857,75
3858,8
3859,50
3860,2
3861,38
3862,82
3863,40
3864,75
3865,63
3866,37
3867,33
3868,11
3869,89
3870,24
3871,43
3872,79
3873,83
3874,96
3875,57
3876,19
3877,5
3878,43
3879,95
3880,33
3881,65
3882,44
3883,63
3884,59
3885,13
3886,77
3887,85
3888,69
3889,62
3890,79
3891,40
3892,3
3893,88
3894,96
3895,100
3896,61
3897,0
3898,2
3899,94
3900,0
3901,70
3902,1
3903,23
3904,47
3905,97
3906,11
3907,6
3908,75
3909,24
3910,95
3911,18
3912,88
3913,53
3914,91
3915,78
3916,69
3917,40
3918,100
3919,75
3920,42
3921,80
3922,76
3923,85
3924,16
3925,62
3926,12
3927,99
3928,19
3929,7
3930,81
3931,86
3932,79
3933,16
3934,2
3935,18
3936,87
3937,31
3938,92
3939,16
3940,30
3941,97
3942,89
3943,60
3944,59
3945,52
3946,29
3947,91
3948,48
3949,19
3950,92
3951,18
3952,64
3953,63
3954,9
3955,24
3956,65
3957,71
3958,56
3959,33
3960,13
3961,38
3962,69
3963,87
3964,7
3965,70
3966,92
3967,57
3968,99
3969,54
3970,66
3971,63
3972,17
3973,79
3974,8
3975,4
3976,69
3977,0
3978,86
3979,77
3980,19
3981,61
3982,87
3983,87
3984,5
3985,2
3986,98
3987,23
3988,11
3989,8
3990,17
3991,100
3992,50
3993,43
3994,29
3995,0
3996,80
3997,97
3998,9
3999,94
4000,91
4001,41
4002,58
4003,23
4004,37
4005,24
4006,19
4007,79
4008,42
4009,25
4010,9
4011,83
4012,27
4013,89
4014,83
4015,13
4016,87
4017,21
4018,36
4019,80
4020,86
4021,71
4022,53
4023,100
4024,45
4025,44
4026,12
4027,85
4028,65
4029,95
4030,49
4031,92
4032,69
4033,12
4034,91
4035,82
4036,6
4037,50
4038,7
4039,66
4040,78
4041,23
4042,39
4043,91
4044,11
4045,14
4046,56
4047,20
4048,22
4049,38
4050,62
4051,28
4052,39
4053,47
4054,10
4055,29
4056,62
4057,58
4058,52
4059,37
4060,90
4061,51
4062,71
4063,59
4064,49
4065,39
4066,4
4067,58
4068,97
4069,88
4070,25
4071,21
4072,37
4073,55
4074,6
4075,54
4076,53
4077,46
4078,45
4079,8
4080,51
4081,76
4082,16
4083,74
4084,89
4085,35
4086,44
4087,80
4088,53
4089,64
4090,99
4091,57
4092,82
4093,2
4094,21
4095,58
4096,79
4097,96
4098,62
4099,97
4100,76
4101,0
4102,44
4103,99
4104,29
4105,86
4106,43
4107,29
4108,3
4109,35
4110,46
4111,5
4112,11
4113,6
4114,36
4115,36
4116,11
4117,16
4118,89
4119,59
4120,15
4121,67
4122,34
4123,96
4124,30
4125,65
4126,37
4127,19
4128,95
4129,54
4130,83
4131,62
4132,82
4133,65
4134,85
4135,53
4136,46
4137,11
4138,93
4139,54
4140,99
4141,54
4142,62
4143,74
4144,72
4145,75
4146,48
4147,15
4148,43
4149,19
4150,66
4151,17
4152,8
4153,9
4154,29
4155,81
4156,60
4157,17
4158,90
4159,70
4160,28
4161,45
4162,11
4163,37
4164,3
4165,47
4166,71
4167,91
4168,29
4169,29
4170,0
4171,44
4172,82
4173,80
4174,31
4175,55
4176,16
4177,57
4178,72
4179,6
4180,26
4181,88
4182,87
4183,32
4184,84
4185,31
4186,52
4187,55
4188,81
4189,20
4190,11
4191,29
4192,74
4193,68
4194,56
4195,43
4196,34
4197,47
4198,77
4199,66
4200,87
4201,82
4202,43
4203,6
4204,48
4205,86
4206,73
4207,53
4208,89
4209,5
4210,6
4211,84
4212,75
4213,62
4214,58
4215,8
4216,27
4217,6
4218,10
4219,8
4220,37
4221,65
4222,4
4223,43
4224,0
4225,27
4226,45
4227,85
4228,82
4229,39
4230,3
4231,60
4232,31
4233,50
4234,94
4235,25
4236,6
4237,70
4238,17
4239,66
4240,9
4241,25
4242,58
4243,71
4244,80
4245,73
4246,50
4247,95
4248,65
4249,39
4250,74
4251,97
4252,62
4253,77
4254,37
4255,1
4256,62
4257,80
4258,3
4259,55
4260,93
4261,91
4262,98
4263,92
4264,88
4265,87
4266,14
4267,69
4268,93
4269,14
4270,47
4271,33
4272,42
4273,65
4274,66
4275,24
4276,71
4277,37
4278,20
4279,29
4280,29
4281,59
4282,0
4283,39
4284,59
4285,32
4286,18
4287,51
4288,63
4289,35
4290,17
4291,79
4292,91
4293,68
4294,86
4295,58
4296,38
4297,42
4298,60
4299,73
4300,9
4301,32
4302,55
4303,74
4304,11
4305,91
4306,47
4307,52
4308,42
4309,56
4310,51
4311,87
4312,73
4313,29
4314,35
4315,5
4316,56
4317,91
4318,0
4319,66
4320,87
4321,39
4322,90
4323,0
4324,34
4325,59
4326,89
4327,18
4328,56
4329,67
4330,95
4331,36
4332,100
4333,7
4334,23
4335,96
4336,97
4337,82
4338,18
4339,41
4340,53
4341,70
4342,25
4343,30
4344,3
4345,38
4346,46
4347,88
4348,95
4349,78
4350,86
4351,85
4352,51
4353,18
4354,1
4355,79
4356,35
4357,55
4358,87
4359,55
4360,42
4361,80
4362,20
4363,40
4364,34
4365,47
4366,62
4367,92
4368,97
4369,17
4370,85
4371,9
4372,79
4373,94
4374,10
4375,72
4376,4
4377,37
4378,35
4379,62
4380,74
4381,6
4382,62
4383,13
4384,95
4385,27
4386,47
4387,93
4388,53
4389,51
4390,88
4391,10
4392,37
4393,76
4394,47
4395,78
4396,50
4397,25
4398,60
4399,57
4400,17
4401,70
4402,74
4403,50
4404,52
4405,61
4406,86
4407,21
4408,63
4409,42
4410,78
4411,50
4412,87
4413,12
4414,7
4415,46
4416,31
4417,32
4418,16
4419,13
4420,35
4421,80
4422,82
4423,7
4424,33
4425,98
4426,77
4427,28
4428,54
4429,34
4430,27
4431,69
4432,10
4433,29
4434,97
4435,5
4436,33
4437,44
4438,22
4439,91
4440,38
4441,26
4442,70
4443,76
4444,55
4445,37
4446,18
4447,57
4448,63
4449,93
4450,43
4451,64
4452,17
4453,37
4454,19
4455,30
4456,25
4457,79
4458,23
4459,79
4460,55
4461,99
4462,66
4463,19
4464,29
4465,27
4466,20
4467,81
4468,39
4469,94
4470,82
4471,41
4472,78
4473,16
4474,83
4475,80
4476,79
4477,18
4478,19
4479,60
4480,85
4481,9
4482,24
4483,91
4484,76
4485,36
4486,29
4487,78
4488,61
4489,25
4490,14
4491,4
4492,72
4493,59
4494,2
4495,56
4496,100
4497,30
4498,29
4499,45
4500,89
4501,14
4502,93
4503,24
4504,70
4505,48
4506,11
4507,66
4508,35
4509,2
4510,91
4511,83
4512,44
4513,95
4514,29
4515,3
4516,47
4517,24
4518,54
4519,35
4520,74
4521,53
4522,54
4523,16
4524,87
4525,99
4526,31
4527,81
4528,6
4529,71
4530,41
4531,70
4532,31
4533,27
4534,76
4535,95
4536,89
4537,62
4538,0
4539,18
4540,29
4541,38
4542,72
4543,9
4544,3
4545,25
4546,100
4547,57
4548,14
4549,60
4550,30
4551,58
4552,71
4553,38
4554,36
4555,60
4556,66
4557,32
4558,62
4559,84
4560,20
4561,28
4562,66
4563,31
4564,65
4565,23
4566,53
4567,5
4568,44
4569,26
4570,16
4571,45
4572,46
4573,27
4574,15
4575,26
4576,82
4577,36
4578,73
4579,79
4580,59
4581,24
4582,1
4583,39
4584,64
4585,67
4586,84
4587,85
4588,87
4589,74
4590,24
4591,62
4592,66
4593,76
4594,91
4595,13
4596,27
4597,63
4598,69
4599,62
4600,74
4601,23
4602,100
4603,93
4604,72
4605,95
4606,44
4607,76
4608,79
4609,3
4610,18
4611,10
4612,73
4613,10
4614,47
4615,12
4616,67
4617,96
4618,32
4619,44
4620,71
4621,84
4622,92
4623,21
4624,33
4625,15
4626,70
4627,30
4628,36
4629,79
4630,67
4631,52
4632,14
4633,20
4634,1
4635,46
4636,100
4637,74
4638,46
4639,48
4640,34
4641,63
4642,48
4643,27
4644,96
4645,55
4646,97
4647,19
4648,41
4649,86
4650,1
4651,5
4652,47
4653,87
4654,54
4655,73
4656,85
4657,7
4658,74
4659,35
4660,81
4661,13
4662,19
4663,31
4664,52
4665,47
4666,4
4667,38
4668,83
4669,11
4670,95
4671,68
4672,13
4673,25
4674,40
4675,42
4676,89
4677,22
4678,26
4679,60
4680,50
4681,25
4682,27
4683,89
4684,5
4685,81
4686,34
4687,42
4688,33
4689,63
4690,20
4691,4
4692,71
4693,56
4694,3
4695,86
4696,2
4697,44
4698,25
4699,17
4700,76
4701,27
4702,83
4703,1
4704,11
4705,2
4706,94
4707,16
4708,1
4709,44
4710,1
4711,22
4712,68
4713,71
4714,22
4715,47
4716,27
4717,24
4718,21
4719,37
4720,32
4721,95
4722,90
4723,15
4724,51
4725,18
4726,92
4727,25
4728,45
4729,27
4730,22
4731,88
4732,3
4733,29
4734,10
4735,32
4736,29
4737,39
4738,43
4739,72
4740,53
4741,10
4742,67
4743,28
4744,1
4745,69
4746,67
4747,74
4748,56
4749,63
4750,16
4751,85
4752,49
4753,6
4754,35
4755,12
4756,83
4757,51
4758,33
4759,36
4760,32
4761,11
4762,61
4763,11
4764,38
4765,60
4766,25
4767,29
4768,75
4769,54
4770,59
4771,44
4772,46
4773,4
4774,78
4775,0
4776,65
4777,22
4778,81
4779,43
4780,10
4781,48
4782,7
4783,70
4784,27
4785,79
4786,50
4787,25
4788,2
4789,32
4790,33
4791,53
4792,64
4793,99
4794,55
4795,58
4796,19
4797,87
4798,43
4799,0
4800,24
4801,34
4802,83
4803,34
4804,1
4805,82
4806,46
4807,11
4808,74
4809,69
4810,77
4811,47
4812,21
4813,32
4814,89
4815,34
4816,52
4817,51
4818,88
4819,53
4820,10
4821,15
4822,41
4823,78
4824,68
4825,17
4826,50
4827,78
4828,82
4829,48
4830,92
4831,60
4832,33
4833,48
4834,8
4835,57
4836,69
4837,97
4838,9
4839,16
4840,45
4841,64
4842,41
4843,34
4844,66
4845,63
4846,37
4847,76
4848,62
4849,45
4850,13
4851,51
4852,27
4853,83
4854,84
4855,37
4856,92
4857,59
4858,5
4859,1
4860,31
4861,17
4862,24
4863,59
4864,67
4865,73
4866,70
4867,10
4868,22
4869,34
4870,30
4871,43
4872,8
4873,94
4874,84
4875,16
4876,39
4877,40
4878,29
4879,41
4880,60
4881,48
4882,70
4883,100
4884,97
4885,21
4886,24
4887,40
4888,79
4889,25
4890,39
4891,39
4892,27
4893,36
4894,90
4895,89
4896,19
4897,84
4898,45
4899,83
4900,98
4901,36
4902,22
4903,71
4904,62
4905,41
4906,66
4907,51
4908,83
4909,60
4910,80
4911,7
4912,13
4913,7
4914,5
4915,23
4916,47
4917,20
4918,89
4919,17
4920,37
4921,68
4922,42
4923,78
4924,92
4925,17
4926,6
4927,32
4928,68
4929,35
4930,2
4931,97
4932,26
4933,21
4934,50
4935,58
4936,51
4937,3
4938,95
4939,53
4940,73
4941,56
4942,35
4943,73
4944,76
4945,78
4946,51
4947,79
4948,63
4949,34
4950,49
4951,16
4952,25
4953,82
4954,42
4955,46
4956,36
4957,29
4958,88
4959,46
4960,69
4961,84
4962,63
4963,58
4964,17
4965,71
4966,84
4967,93
4968,89
4969,42
4970,73
4971,97
4972,56
4973,44
4974,64
4975,67
4976,9
4977,60
4978,91
4979,30
4980,41
4981,43
4982,77
4983,49
4984,74
4985,29
4986,24
4987,54
4988,74
4989,67
4990,92
4991,11
4992,42
4993,45
4994,24
4995,99
4996,2
4997,87
4998,48
4999,6
5000,32
5001,87
5002,27
5003,60
5004,68
5005,8
5006,48
5007,9
5008,9
5009,16
5010,99
5011,38
5012,25
5013,59
5014,46
5015,57
5016,86
5017,13
5018,75
5019,70
5020,86
5021,7
5022,49
5023,26
5024,97
5025,82
5026,88
5027,92
5028,25
5029,36
5030,27
5031,61
5032,8
5033,45
5034,95
5035,48
5036,43
5037,60
5038,17
5039,93
5040,93
5041,14
5042,27
5043,86
5044,15
5045,63
5046,82
5047,52
5048,99
5049,21
5050,85
5051,8
5052,31
5053,49
5054,16
5055,47
5056,95
5057,70
5058,89
5059,70
5060,94
5061,77
5062,24
5063,31
5064,37
5065,42
5066,31
5067,41
5068,97
5069,1
5070,35
5071,75
5072,61
5073,53
5074,53
5075,74
5076,34
5077,14
5078,46
5079,1
5080,43
5081,88
5082,14
5083,5
5084,32
5085,98
5086,63
5087,64
5088,2
5089,76
5090,96
5091,3
5092,41
5093,78
5094,47
5095,99
5096,3
5097,2
5098,34
5099,62
5100,64
5101,51
5102,63
5103,57
5104,50
5105,8
5106,95
5107,95
5108,13
5109,96
5110,11
5111,80
5112,64
5113,20
5114,11
5115,30
5116,75
5117,5
5118,28
5119,55
5120,98
5121,6
5122,37
5123,19
5124,70
5125,93
5126,20
5127,5
5128,15
5129,77
5130,28
5131,58
5132,31
5133,49
5134,32
5135,69
5136,39
5137,36
5138,17
5139,92
5140,64
5141,16
5142,48
5143,96
5144,4
5145,59
5146,68
5147,13
5148,63
5149,25
5150,92
5151,78
5152,28
5153,57
5154,31
5155,31
5156,37
5157,15
5158,64
5159,93
5160,12
5161,32
5162,82
5163,56
5164,65
5165,68
5166,77
5167,46
5168,44
5169,19
5170,76
5171,61
5172,62
5173,64
5174,34
5175,25
5176,84
5177,37
5178,83
5179,64
5180,90
5181,68
5182,11
5183,10
5184,29
5185,39
5186,32
5187,12
5188,39
5189,73
5190,71
5191,54
5192,39
5193,26
5194,53
5195,58
5196,21
5197,51
5198,83
5199,87
5200,3
5201,86
5202,86
5203,81
5204,12
5205,99
5206,0
5207,5
5208,54
5209,67
5210,6
5211,92
5212,20
5213,44
5214,67
5215,10
5216,65
5217,33
5218,78
5219,63
5220,44
5221,11
5222,96
5223,16
5224,97
5225,50
5226,6
5227,22
5228,46
5229,77
5230,19
5231,84
5232,90
5233,55
5234,94
5235,79
5236,31
5237,73
5238,96
5239,67
5240,71
5241,0
5242,21
5243,69
5244,38
5245,86
5246,73
5247,65
5248,55
5249,59
5250,8
5251,66
5252,39
5253,4
5254,43
5255,93
5256,87
5257,70
5258,74
5259,99
5260,41
5261,97
5262,23
5263,63
5264,7
5265,72
5266,20
5267,86
5268,17
5269,73
5270,53
5271,48
5272,88
5273,41
5274,23
5275,17
5276,75
5277,11
5278,92
5279,81
5280,73
5281,69
5282,81
5283,19
5284,73
5285,81
5286,76
5287,12
5288,23
5289,29
5290,49
5291,0
5292,71
5293,50
5294,47
5295,12
5296,67
5297,15
5298,24
5299,87
5300,89
5301,35
5302,86
5303,95
5304,69
5305,43
5306,62
5307,86
5308,37
5309,23
5310,76
5311,85
5312,46
5313,39
5314,81
5315,42
5316,58
5317,38
5318,17
5319,98
5320,79
5321,58
5322,93
5323,40
5324,48
5325,9
5326,26
5327,98
5328,3
5329,65
5330,99
5331,35
5332,77
5333,79
5334,69
5335,99
5336,46
5337,29
5338,75
5339,6
5340,99
5341,0
5342,49
5343,15
5344,89
5345,68
5346,70
5347,94
5348,42
5349,25
5350,75
5351,14
5352,87
5353,11
5354,11
5355,59
5356,46
5357,16
5358,54
5359,86
5360,94
5361,46
5362,23
5363,89
5364,28
5365,73
5366,62
5367,76
5368,4
5369,24
5370,86
5371,89
5372,23
5373,96
5374,98
5375,40
5376,45
5377,16
5378,85
5379,8
5380,26
5381,56
5382,45
5383,4
5384,2
5385,99
5386,60
5387,95
5388,14
5389,4
5390,33
5391,66
5392,72
5393,78
5394,68
5395,60
5396,42
5397,70
5398,17
5399,14
5400,60
5401,9
5402,50
5403,27
5404,80
5405,84
5406,6
5407,41
5408,68
5409,3
5410,74
5411,0
5412,69
5413,51
5414,83
5415,54
5416,53
5417,50
5418,47
5419,24
5420,9
5421,78
5422,48
5423,82
5424,33
5425,63
5426,39
5427,81
5428,52
5429,24
5430,40
5431,58
5432,63
5433,89
5434,12
5435,5
5436,81
5437,26
5438,53
5439,43
5440,87
5441,20
5442,47
5443,42
5444,7
5445,11
5446,12
5447,1
5448,68
5449,7
5450,97
5451,37
5452,93
5453,21
5454,59
5455,20
5456,91
5457,46
5458,24
5459,73
5460,22
5461,76
5462,37
5463,52
5464,51
5465,0
5466,58
5467,49
5468,6
5469,11
5470,78
5471,47
5472,64
5473,17
5474,55
5475,63
5476,77
5477,9
5478,86
5479,73
5480,98
5481,14
5482,93
5483,21
5484,2
5485,24
5486,67
5487,2
5488,63
5489,41
5490,91
5491,61
5492,86
5493,70
5494,88
5495,81
5496,84
5497,67
5498,74
5499,97
5500,24
5501,54
5502,81
5503,38
5504,56
5505,72
5506,47
5507,59
5508,80
5509,14
5510,5
5511,84
5512,97
5513,72
5514,69
5515,8
5516,20
5517,53
5518,76
5519,72
5520,35
5521,52
5522,15
5523,5
5524,44
5525,62
5526,5
5527,53
5528,37
5529,95
5530,99
5531,40
5532,27
5533,31
5534,68
5535,56
5536,44
5537,79
5538,69
5539,24
5540,72
5541,24
5542,8
5543,32
5544,12
5545,55
5546,86
5547,85
5548,84
5549,7
5550,19
5551,6
5552,34
5553,99
5554,94
5555,99
5556,93
5557,57
5558,5
5559,20
5560,66
5561,80
5562,68
5563,84
5564,58
5565,99
5566,33
5567,13
5568,96
5569,11
5570,56
5571,80
5572,34
5573,83
5574,21
5575,37
5576,33
5577,87
5578,49
5579,3
5580,51
5581,14
5582,61
5583,100
5584,100
5585,84
5586,24
5587,56
5588,27
5589,85
5590,25
5591,80
5592,15
5593,94
5594,61
5595,81
5596,82
5597,78
5598,88
5599,87
5600,29
5601,100
5602,5
5603,73
5604,85
5605,37
5606,89
5607,22
5608,8
5609,44
5610,23
5611,54
5612,28
5613,18
5614,18
5615,62
5616,61
5617,2
5618,72
5619,100
5620,20
5621,76
5622,15
5623,11
5624,44
5625,92
5626,30
5627,16
5628,1
5629,78
5630,44
5631,28
5632,98
5633,55
5634,62
5635,66
5636,31
5637,64
5638,50
5639,29
5640,14
5641,45
5642,51
5643,9
5644,28
5645,99
5646,36
5647,61
5648,30
5649,61
5650,64
5651,100
5652,69
5653,88
5654,46
5655,97
5656,9
5657,75
5658,12
5659,51
5660,4
5661,46
5662,51
5663,76
5664,3
5665,82
5666,95
5667,6
5668,18
5669,95
5670,18
5671,100
5672,7
5673,2
5674,34
5675,71
5676,48
5677,13
5678,95
5679,34
5680,6
5681,24
5682,51
5683,12
5684,67
5685,17
5686,18
5687,33
5688,18
5689,57
5690,66
5691,79
5692,93
5693,42
5694,10
5695,30
5696,100
5697,62
5698,6
5699,99
5700,14
5701,44
5702,44
5703,87
5704,95
5705,68
5706,40
5707,20
5708,86
5709,55
5710,55
5711,86
5712,85
5713,40
5714,70
5715,56
5716,26
5717,75
5718,90
5719,33
5720,11
5721,17
5722,6
5723,50
5724,85
5725,80
5726,2
5727,43
5728,42
5729,33
5730,65
5731,13
5732,15
5733,87
5734,89
5735,50
5736,35
5737,34
5738,88
5739,15
5740,1
5741,43
5742,79
5743,39
5744,56
5745,93
5746,36
5747,94
5748,41
5749,16
5750,91
5751,9
5752,1
5753,72
5754,47
5755,86
5756,15
5757,79
5758,50
5759,29
5760,51
5761,60
5762,66
5763,24
5764,96
5765,43
5766,39
5767,61
5768,58
5769,64
5770,26
5771,63
5772,23
5773,32
5774,56
5775,17
5776,45
5777,92
5778,86
5779,78
5780,9
5781,89
5782,54
5783,69
5784,94
5785,6
5786,78
5787,74
5788,38
5789,11
5790,75
5791,25
5792,61
5793,35
5794,28
5795,34
5796,47
